BE0000953803, 0.04050 ,0412,04122010,25112002, 0.6861 , 100.2200 
BE0000976069, 0.02850 ,0412,04122010,01122005, 0.4828 , 97.0700 
BE0000400128, 0.04000 ,1001,10012011,02011950, 0.2732 , 109.0000 
BE0000955824, 0.03600 ,0403,04032011,04032003, 3.3148 , 98.9300 
BE0000978081, 0.03000 ,0403,04032011,06032006, 2.7623 , 97.2300 
BE0000957846, 0.03400 ,0406,04062011,04062003, 2.2760 , 98.2300 
BE0000979097, 0.03550 ,0406,04062011,23052006, 2.3764 , 98.6800 
BE0000959867, 0.03700 ,0409,04092011,04092003, 1.5467 , 98.9700 
BE0000980103, 0.03600 ,0409,04092011,23082006, 1.5049 , 98.6700 
BE0000296054, 0.05000 ,2809,28092011,16012001, 1.7623 , 104.2515 
BE0000961889, 0.03950 ,0412,04122011,04122003, 0.6691 , 99.7800 
BE0000981119, 0.03450 ,0412,04122011,28112006, 0.5844 , 98.0400 
BE0000963901, 0.03600 ,0403,04032012,04032004, 3.3148 , 98.3900 
BE0000983131, 0.03700 ,0403,04032012,26022007, 3.4068 , 98.7600 
BE0000965922, 0.03800 ,0406,04062012,24052004, 2.5437 , 99.0000 
BE0000986167, 0.04000 ,0406,04062012,23052007, 2.6776 , 99.8100 
BE0000967944, 0.03800 ,0409,04092012,27082004, 1.5885 , 98.2200 
BE0000989195, 0.04100 ,0409,04092012,04092007, 1.7139 , 100.0600 
BE0000298076, 0.05000 ,2809,28092012,17012002, 1.7623 , 104.9693 
BE0000992223, 0.03900 ,0412,04122012,04122007, 0.6607 , 99.1300 
BE0000969965, 0.03400 ,0612,06122012,06122004, 0.5574 , 97.1400 
BE0000262684, 0.08000 ,2412,24122012,17121992, 0.9180 , 118.2151 
BE0000971011, 0.03250 ,0403,04032013,04032005, 2.9925 , 96.1300 
BE0000310194, 0.04000 ,2803,28032013,24042007, 3.0383 , 100.5819 
BE0000973033, 0.03000 ,0406,04062013,30052005, 2.0082 , 94.6800 
BE0000402140, 0.04000 ,1506,15062013,02011950, 2.5574 , 117.7000 
BE0000975053, 0.03000 ,0409,04092013,26082005, 1.2541 , 94.3600 
BE0000301102, 0.04250 ,2809,28092013,23012003, 1.4980 , 101.8428 
BE0000977075, 0.03200 ,0412,04122013,01122005, 0.5421 , 95.2700 
BE0000303124, 0.04250 ,2809,28092014,20012004, 1.4980 , 101.7657 
BE0000982125, 0.03700 ,0412,04122014,28112006, 0.6268 , 97.0200 
BE0000984147, 0.04000 ,0403,04032015,26022007, 3.6831 , 98.5000 
BE0000282880, 0.08000 ,2803,28032015,28031995, 6.8415 , 124.3910 
BE0000987173, 0.04100 ,0406,04062015,23052007, 2.7445 , 98.7700 
BE0000990201, 0.04150 ,0409,04092015,03092007, 1.7348 , 98.9900 
BE0000306150, 0.03750 ,2809,28092015,09032005, 1.3217 , 97.9771 
BE0000993239, 0.04000 ,0412,04122015,04122007, 0.6776 , 99.0000 
BE0000307166, 0.03250 ,2809,28092016,17012006, 1.1455 , 93.4314 
BE0000309188, 0.04000 ,2803,28032017,15012007, 3.4208 , 98.3794 
BE0000300096, 0.05500 ,2809,28092017,29052002, 1.9385 , 110.1039 
BE0000312216, 0.04000 ,2803,28032018,22012008, 0.0656 , 97.4600 
BE0000308172, 0.04000 ,2803,28032022,17052006, 3.4208 , 94.9644 
BE0000291972, 0.05500 ,2803,28032028,23021997, 4.7036 , 110.9581 
BE0000304130, 0.05000 ,2803,28032035,12052004, 4.2760 , 104.0714 
